id,symbol,direction,entry,sl,tp,exit_price,exit_reason,size,pnl,pnl_pct,balance_after,score,triggers,zone,rr,opened_at,closed_at,signal_id,setup_type,mfe_pct,mae_pct,candles_taken
1,SOLUSDT,short,64.32,65.9897,60.9805,65.9897,SL,59.891,-100.0,-2.596,9900.0,50.0,RSI_33|BOS|AUTO_KI,neutral,2.0,2026-06-05T14:15:12.005318+00:00,2026-06-05T14:21:17.411337+00:00,370,BOS,0.591,3.902,1
2,SOLUSDT,long,66.47,66.47,68.7156,66.47,SL,39.9862,44.8965,0.845,9944.9,50.0,RSI_60|BOS|AUTO_KI,neutral,2.0,2026-06-08T15:27:11.067247+00:00,2026-06-09T13:33:11.464562+00:00,410,BOS,44.8965,2.558,1.775,3
3,SOLUSDT,short,65.38,65.38,62.9636,65.38,SL,112.8493,0.0,0.0,9944.9,100.0,RSI_33|BOS|AUTO_KI,neutral,2.0,2026-06-09T15:15:40.481446+00:00,2026-06-09T15:15:50.972752+00:00,423,BOS,0.0,1.514,1.744,1
4,SOLUSDT,long,66.21,61.5566,75.5168,75.52,TP,18.4007,1218.31,1.304,171.3105,170.0066,13.954,10114.91,100.0,RSI_47|Zone|AUTO_KI,neutral,2.0,2026-06-09T15:15:57.176291+00:00,2026-06-18T13:36:24.058172+00:00,420,Zone,14.922,5.845,37
5,SOLUSDT,short,67.07,71.1464,58.9172,71.16,SL,33.0228,2214.84,2.2824,-135.0633,-137.3456,-6.201,9977.56,96.25,RSI_52|Zone|AUTO_KI,neutral,2.0,2026-06-13T16:15:19.380764+00:00,2026-06-18T13:36:24.862797+00:00,465,Zone,0.194,6.292,7
6,SOLUSDT,short,68.63,70.7705,63.7791,70.78,SL,67.794,4652.7,4.7255,-145.7571,-150.4826,-3.234,9827.08,173.2,RSI_37|BOS|AUTO_KI,neutral,2.27,2026-06-18T16:00:24.937636+00:00,2026-06-20T10:32:53.229309+00:00,498,BOS,1.035,5.581,9
